movie_title,title_year,is_color,aspect_ratio,duration_in_mins,language,country,budget,gross,movie_facebook_likes,cast_total_facebook_likes,movie_imdb_link,director_name,actor_1_name,actor_2_name,actor_3_name
Tumbleweeds,1999,1,1.85,102,English,USA,312000,1281176,121,1986,http://www.imdb.com/title/tt0161023/?ref_=fn_tt_tt_1,Gavin O'Connor,Kimberly J. Brown,Janet McTeer,Lois Smith
Winnie Mandela,2011,1,,104,English,South Africa,15000000,,705,801,http://www.imdb.com/title/tt1551641/?ref_=fn_tt_tt_1,Darrell Roodt,Jennifer Hudson,Wendy Crewson,Aubrey Poo
Fiddler on the Roof,1971,1,2.35,181,English,USA,9000000,50000000,0,934,http://www.imdb.com/title/tt0067093/?ref_=fn_tt_tt_1,Norman Jewison,Topol,Paul Michael Glaser,Rosalind Harris
The Last Temptation of Christ,1988,1,1.85,164,English,USA,7000000,8373585,0,1934,http://www.imdb.com/title/tt0095497/?ref_=fn_tt_tt_1,Martin Scorsese,Irvin Kershner,Barbara Hershey,Roberts Blossom
What to Expect When You're Expecting,2012,1,2.35,110,English,USA,40000000,41102171,14000,13396,http://www.imdb.com/title/tt1586265/?ref_=fn_tt_tt_1,Kirk Jones,Anna Kendrick,Dennis Quaid,Thomas Lennon
Puss in Boots,2011,1,2.35,90,English,USA,130000000,149234747,16000,5046,http://www.imdb.com/title/tt0448694/?ref_=fn_tt_tt_1,Chris Miller,Salma Hayek,Constance Marie,Amy Sedaris
Furious 7,2015,1,2.35,140,English,USA,190000000,350034110,94000,79150,http://www.imdb.com/title/tt2820852/?ref_=fn_tt_tt_1,James Wan,Jason Statham,Paul Walker,Vin Diesel
Antitrust,2001,1,2.35,109,English,USA,30000000,10965209,0,1297,http://www.imdb.com/title/tt0218817/?ref_=fn_tt_tt_1,Peter Howitt,Tyler Labine,Richard Roundtree,Ned Bellamy
The Hit List,2011,1,1.85,90,English,USA,6000000,,0,3469,http://www.imdb.com/title/tt1575694/?ref_=fn_tt_tt_1,William Kaufman,Drew Waters,Sean Cook,Cole Hauser
Action Jackson,1988,1,1.85,96,English,USA,7000000,20257000,978,5282,http://www.imdb.com/title/tt0094612/?ref_=fn_tt_tt_1,Craig R. Baxley,Bill Duke,Vanity,Carl Weathers
Atlantis: The Lost Empire,2001,1,2.35,95,English,USA,120000000,84037039,0,15237,http://www.imdb.com/title/tt0230011/?ref_=fn_tt_tt_1,Gary Trousdale,Leonard Nimoy,Jim Varney,Cree Summer
Mr. Turner,2014,1,2.35,150,English,UK,8200000,3958500,0,390,http://www.imdb.com/title/tt2473794/?ref_=fn_tt_tt_1,Mike Leigh,Lesley Manville,Ruth Sheen,Karl Johnson
Labor Day,2013,1,2.35,111,English,USA,18000000,13362308,0,39307,http://www.imdb.com/title/tt1967545/?ref_=fn_tt_tt_1,Jason Reitman,J.K. Simmons,Kate Winslet,Brooke Smith
Four Brothers,2005,1,2.35,109,English,USA,45000000,74484168,0,2740,http://www.imdb.com/title/tt0430105/?ref_=fn_tt_tt_1,John Singleton,Josh Charles,Tony Nappo,Fionnula Flanagan
The Return of the Pink Panther,1975,1,2.35,113,English,UK,5000000,,620,971,http://www.imdb.com/title/tt0072081/?ref_=fn_tt_tt_1,Blake Edwards,Burt Kwouk,Herbert Lom,Catherine Schell
American Splendor,2003,1,1.85,101,English,USA,,6003587,0,14412,http://www.imdb.com/title/tt0305206/?ref_=fn_tt_tt_1,Shari Springer Berman,Josh Hutcherson,James Urbaniak,Daniel Tay
Scream 2,1997,1,2.35,120,English,USA,24000000,101334374,0,2321,http://www.imdb.com/title/tt0120082/?ref_=fn_tt_tt_1,Wes Craven,Omar Epps,Jada Pinkett Smith,Kevin Williamson
Aliens vs. Predator: Requiem,2007,1,2.35,102,English,USA,40000000,41797066,0,4324,http://www.imdb.com/title/tt0758730/?ref_=fn_tt_tt_1,Colin Strause,Sam Trammell,Johnny Lewis,Ian Whyte
Home for the Holidays,1995,1,1.85,103,English,USA,20000000,17518220,0,25263,http://www.imdb.com/title/tt0113321/?ref_=fn_tt_tt_1,Jodie Foster,Robert Downey Jr.,Holly Hunter,Steve Guttenberg
Logan's Run,1976,1,2.35,119,English,USA,9000000,25000000,0,2951,http://www.imdb.com/title/tt0074812/?ref_=fn_tt_tt_1,Michael Anderson,Farrah Fawcett,Jenny Agutter,Peter Ustinov
The Golden Compass,2007,1,2.35,113,English,USA,180000000,70083519,0,24106,http://www.imdb.com/title/tt0385752/?ref_=fn_tt_tt_1,Chris Weitz,Christopher Lee,Eva Green,Kristin Scott Thomas
90 Minutes in Heaven,2015,1,2.35,121,English,USA,5000000,4700361,0,6617,http://www.imdb.com/title/tt4337690/?ref_=fn_tt_tt_1,Michael Polish,Hayden Christensen,Bobby Batson,Cynthia Barrett
Lucky Break,2001,1,2.35,107,English,UK,6000000,54606,30,2440,http://www.imdb.com/title/tt0246134/?ref_=fn_tt_tt_1,Peter Cattaneo,James Nesbitt,Olivia Williams,Peter McNamara
Galaxina,1980,1,2.35,95,English,USA,,,438,396,http://www.imdb.com/title/tt0080771/?ref_=fn_tt_tt_1,William Sachs,Stephen Macht,Avery Schreiber,Angelo Rossitto
The Hunchback of Notre Dame,1996,1,1.78,91,English,USA,100000000,100117603,0,4842,http://www.imdb.com/title/tt0116583/?ref_=fn_tt_tt_1,Gary Trousdale,Demi Moore,Jason Alexander,Bill Fagerbakke
Town & Country,2001,1,1.85,104,English,New Line,90000000,6712451,53,3133,http://www.imdb.com/title/tt0141907/?ref_=fn_tt_tt_1,Peter Chelsom,Del Zamora,Warren Beatty,Garry Shandling
All Is Lost,2013,1,2.35,106,English,USA,9000000,6262942,18000,0,http://www.imdb.com/title/tt2017038/?ref_=fn_tt_tt_1,J.C. Chandor,Robert Redford,,
Midnight in the Garden of Good and Evil,1997,1,1.85,155,English,USA,30000000,25078937,0,19689,http://www.imdb.com/title/tt0119668/?ref_=fn_tt_tt_1,Clint Eastwood,Kevin Spacey,Bob Gunton,Leon Rippy
Bon voyage,2003,0,2.35,114,French,France,20000000,2353728,235,1776,http://www.imdb.com/title/tt0310778/?ref_=fn_tt_tt_1,Jean-Paul Rappeneau,Isabelle Adjani,Peter Coyote,Virginie Ledoyen
The Conformist,1970,1,1.66,106,Italian,Italy,750000,,0,500,http://www.imdb.com/title/tt0065571/?ref_=fn_tt_tt_1,Bernardo Bertolucci,Jean-Louis Trintignant,Stefania Sandrelli,Dominique Sanda
Blackthorn,2011,1,2.35,102,English,Spain,,199652,0,1950,http://www.imdb.com/title/tt1629705/?ref_=fn_tt_tt_1,Mateo Gil,Sam Shepard,Dominique McElligott,Stephen Rea
The Brothers Grimm,2005,1,1.85,118,English,USA,88000000,37899638,0,27114,http://www.imdb.com/title/tt0355295/?ref_=fn_tt_tt_1,Terry Gilliam,Matt Damon,Heath Ledger,Mackenzie Crook
The Shipping News,2001,1,2.35,111,English,USA,35000000,11405825,0,19805,http://www.imdb.com/title/tt0120824/?ref_=fn_tt_tt_1,Lasse Hallström,Kevin Spacey,Scott Glenn,Jason Behr
Amores Perros,2000,1,1.85,115,Spanish,Mexico,2000000,5383834,11000,318,http://www.imdb.com/title/tt0245712/?ref_=fn_tt_tt_1,Alejandro G. Iñárritu,Adriana Barraza,Jorge Salinas,Goya Toledo
Star Trek: The Motion Picture,1979,1,2.35,143,English,USA,35000000,82300000,0,16007,http://www.imdb.com/title/tt0079945/?ref_=fn_tt_tt_1,Robert Wise,Leonard Nimoy,Nichelle Nichols,Walter Koenig
The Nutcracker in 3D,2010,1,2.35,110,English,UK,90000000,190562,788,2728,http://www.imdb.com/title/tt1041804/?ref_=fn_tt_tt_1,Andrey Konchalovskiy,Shirley Henderson,Nathan Lane,Richard E. Grant
Poultrygeist: Night of the Chicken Dead,2006,1,1.85,103,English,USA,500000,23000,0,1411,http://www.imdb.com/title/tt0462485/?ref_=fn_tt_tt_1,Lloyd Kaufman,John Karyus,Lloyd Kaufman,Kate Graham
Evan Almighty,2007,1,2.35,96,English,USA,175000000,100289690,2000,108016,http://www.imdb.com/title/tt0413099/?ref_=fn_tt_tt_1,Tom Shadyac,Jimmy Bennett,Morgan Freeman,Steve Carell
Namastey London,2007,1,,128,Hindi,India,,1207007,341,4004,http://www.imdb.com/title/tt0795434/?ref_=fn_tt_tt_1,Vipul Amrutlal Shah,Katrina Kaif,Clive Standen,Riteish Deshmukh
Me Before You,2016,1,2.35,110,English,UK,20000000,56154094,51000,21852,http://www.imdb.com/title/tt2674426/?ref_=fn_tt_tt_1,Thea Sharrock,Sam Claflin,Emilia Clarke,Brendan Coyle
Arbitrage,2012,1,1.85,107,English,USA,12000000,7918283,0,2440,http://www.imdb.com/title/tt1764183/?ref_=fn_tt_tt_1,Nicholas Jarecki,Nate Parker,Curtiss Cook,Reg E. Cathey
Warlock,1989,1,1.85,103,English,USA,7000000,9094451,0,1990,http://www.imdb.com/title/tt0098622/?ref_=fn_tt_tt_1,Steve Miner,Julian Sands,Richard E. Grant,Lori Singer
Avengers: Age of Ultron,2015,1,2.35,141,English,USA,250000000,458991599,118000,92000,http://www.imdb.com/title/tt2395427/?ref_=fn_tt_tt_1,Joss Whedon,Chris Hemsworth,Robert Downey Jr.,Scarlett Johansson
Foolish,1999,1,,84,English,USA,2000000,6026908,43,2196,http://www.imdb.com/title/tt0166195/?ref_=fn_tt_tt_1,Dave Meyers,Eddie Griffin,Clifton Powell,Marla Gibbs
What the #$*! Do We (K)now!?,2004,0,1.85,109,English,USA,,10941801,2000,2649,http://www.imdb.com/title/tt0399877/?ref_=fn_tt_tt_1,William Arntz,Marlee Matlin,Elaine Hendrix,Armin Shimerman
Drillbit Taylor,2008,1,2.35,102,English,USA,40000000,32853640,702,3239,http://www.imdb.com/title/tt0817538/?ref_=fn_tt_tt_1,Steven Brill,Lisa Ann Walter,Shaun Weiss,Matt Walsh
Bait,2012,1,1.85,93,English,Australia,30000000,,0,1361,http://www.imdb.com/title/tt1438173/?ref_=fn_tt_tt_1,Kimble Rendall,Alex Russell,Cariba Heine,Richard Brancatisano
The Witch,2015,1,1.66,92,English,USA,3500000,25138292,43000,1122,http://www.imdb.com/title/tt4263482/?ref_=fn_tt_tt_1,Robert Eggers,Julian Richings,Kate Dickie,Ralph Ineson
Walking Tall,2004,1,2.35,86,English,USA,56000000,45860039,0,14146,http://www.imdb.com/title/tt0351977/?ref_=fn_tt_tt_1,Kevin Bray,Dwayne Johnson,Ashley Scott,Michael Bowen
Captain Corelli's Mandolin,2001,1,2.35,131,English,UK,57000000,25528495,0,23325,http://www.imdb.com/title/tt0238112/?ref_=fn_tt_tt_1,John Madden,Christian Bale,Irene Papas,Mihalis Giannatos
Deuce Bigalow: European Gigolo,2005,1,1.85,83,English,USA,22000000,22264487,887,1729,http://www.imdb.com/title/tt0367652/?ref_=fn_tt_tt_1,Mike Bigelow,Carlos Ponce,Eddie Griffin,Charles Keating
Thunderball,1965,1,2.35,130,English,UK,9000000,63600000,0,1164,http://www.imdb.com/title/tt0059800/?ref_=fn_tt_tt_1,Terence Young,Desmond Llewelyn,Earl Cameron,Lois Maxwell
The Cable Guy,1996,1,2.35,96,English,USA,47000000,60154431,0,3718,http://www.imdb.com/title/tt0115798/?ref_=fn_tt_tt_1,Ben Stiller,Matthew Broderick,Janeane Garofalo,Andy Dick
Hit and Run,2012,1,2.35,100,English,USA,2000000,13746550,0,15922,http://www.imdb.com/title/tt2097307/?ref_=fn_tt_tt_1,David Palmer,Bradley Cooper,Tom Arnold,Beau Bridges
A Night at the Roxbury,1998,1,1.85,82,English,USA,17000000,30324946,0,9271,http://www.imdb.com/title/tt0120770/?ref_=fn_tt_tt_1,John Fortenberry,Will Ferrell,Chris Kattan,Dan Hedaya
Manderlay,2005,1,2.35,139,English,Denmark,14200000,74205,1000,4211,http://www.imdb.com/title/tt0342735/?ref_=fn_tt_tt_1,Lars von Trier,Bryce Dallas Howard,Jeremy Davies,Jean-Marc Barr
High School Musical,2006,1,1.33,98,English,USA,4200000,,0,2553,http://www.imdb.com/title/tt0475293/?ref_=fn_tt_tt_1,Kenny Ortega,Lucas Grabeel,Corbin Bleu,Olesya Rulin
Dick,1999,1,1.85,94,English,France,13000000,6241697,0,31005,http://www.imdb.com/title/tt0144168/?ref_=fn_tt_tt_1,Andrew Fleming,Ryan Reynolds,Will Ferrell,Kirsten Dunst
This Is Martin Bonner,2013,1,16,83,English,USA,42000,,234,1438,http://www.imdb.com/title/tt1798291/?ref_=fn_tt_tt_1,Chad Hartigan,Jan Haley,Paul Eenhoorn,Demetrius Grosse
WarGames,1983,1,1.85,114,English,USA,12000000,79568000,0,4537,http://www.imdb.com/title/tt0086567/?ref_=fn_tt_tt_1,John Badham,Matthew Broderick,Barry Corbin,Ally Sheedy
Stories of Our Lives,2014,0,,60,Swahili,Kenya,15000,,45,170,http://www.imdb.com/title/tt3973612/?ref_=fn_tt_tt_1,Jim Chuchu,Paul Ogola,Olwenya Maina,Mugambi Nthiga
The Crying Game,1992,1,2.35,112,English,UK,2300000,62549000,0,2412,http://www.imdb.com/title/tt0104036/?ref_=fn_tt_tt_1,Neil Jordan,Jim Broadbent,Miranda Richardson,Stephen Rea
Splash,1984,1,1.85,111,English,USA,8000000,69800000,0,15361,http://www.imdb.com/title/tt0088161/?ref_=fn_tt_tt_1,Ron Howard,Tom Hanks,Howard Morris,Patrick Cronin
Flipper,1996,1,2.35,95,English,USA,25530000,20047715,504,616,http://www.imdb.com/title/tt0116322/?ref_=fn_tt_tt_1,Alan Shapiro,Paul Hogan,Chelsea Field,Jessica Wesson
Jefferson in Paris,1995,1,1.85,139,English,France,14000000,2474000,127,446,http://www.imdb.com/title/tt0113463/?ref_=fn_tt_tt_1,James Ivory,Seth Gilliam,Todd Boyce,Nigel Whitmey
"I Love You, Don't Touch Me!",1997,1,,86,English,USA,,33598,97,623,http://www.imdb.com/title/tt0130019/?ref_=fn_tt_tt_1,Julie Davis,Jack McGee,Meredith Scott Lynn,Tim DeZarn
Dancer in the Dark,2000,1,2.35,140,English,Denmark,12800000,4157491,0,2894,http://www.imdb.com/title/tt0168629/?ref_=fn_tt_tt_1,Lars von Trier,Catherine Deneuve,Udo Kier,Björk
Sleepover,2004,1,1.85,89,English,USA,10000000,8070311,0,13626,http://www.imdb.com/title/tt0368975/?ref_=fn_tt_tt_1,Joe Nussbaum,Steve Carell,Alexa PenaVega,Hunter Parrish
Moms' Night Out,2014,1,2.35,98,English,USA,5000000,10429707,0,2705,http://www.imdb.com/title/tt3014666/?ref_=fn_tt_tt_1,Andrew Erwin,Alex Kendrick,Sarah Drew,Patricia Heaton
Speed Racer,2008,1,2.35,135,English,USA,120000000,43929341,0,902,http://www.imdb.com/title/tt0811080/?ref_=fn_tt_tt_1,Lana Wachowski,Scott Porter,Kick Gurry,Nicholas Elia
The Vatican Tapes,2015,1,1.85,91,English,USA,8495000,1712111,0,7875,http://www.imdb.com/title/tt1524575/?ref_=fn_tt_tt_1,Mark Neveldine,Djimon Hounsou,Alison Lohman,Dougray Scott
Peeples,2013,1,2.35,95,English,USA,15000000,9123834,0,3322,http://www.imdb.com/title/tt1699755/?ref_=fn_tt_tt_1,Tina Gordon Chism,Tyler James Williams,S. Epatha Merkerson,Diahann Carroll
Semi-Pro,2008,1,2.35,99,English,USA,55000000,33472850,0,10026,http://www.imdb.com/title/tt0839980/?ref_=fn_tt_tt_1,Kent Alterman,Will Ferrell,Maura Tierney,Matt Walsh
The Number 23,2007,1,2.35,98,English,USA,32000000,35063732,10000,10938,http://www.imdb.com/title/tt0481369/?ref_=fn_tt_tt_1,Joel Schumacher,Logan Lerman,Virginia Madsen,Ed Lauter
Sliding Doors,1998,1,1.85,99,English,UK,9000000,11883495,0,1462,http://www.imdb.com/title/tt0120148/?ref_=fn_tt_tt_1,Peter Howitt,Jeanne Tripplehorn,Kevin McNally,John Lynch
The Ice Storm,1997,1,1.85,112,English,USA,18000000,7837632,0,1466,http://www.imdb.com/title/tt0119349/?ref_=fn_tt_tt_1,Ang Lee,Joan Allen,Kate Burton,Henry Czerny
Jaws 2,1978,1,2.35,131,English,USA,20000000,102922376,0,1520,http://www.imdb.com/title/tt0077766/?ref_=fn_tt_tt_1,Jeannot Szwarc,Roy Scheider,Murray Hamilton,Joseph Mascolo
Red Eye,2005,1,2.35,85,English,USA,26000000,57859105,0,1090,http://www.imdb.com/title/tt0421239/?ref_=fn_tt_tt_1,Wes Craven,Robert Pine,Carl Gilliard,Suzie Plakson
Coffee Town,2013,1,2.35,87,English,USA,2000000,,0,35796,http://www.imdb.com/title/tt2234025/?ref_=fn_tt_tt_1,Brad Copeland,Sunil Narkar,Ben Schwartz,Glenn Howerton
Exit Wounds,2001,1,2.35,101,English,USA,33000000,51758599,742,5942,http://www.imdb.com/title/tt0242445/?ref_=fn_tt_tt_1,Andrzej Bartkowiak,Michael Jai White,Bill Duke,Bruce McGill
Black Book,2006,1,2.35,145,Dutch,Netherlands,21000000,4398392,0,2590,http://www.imdb.com/title/tt0389557/?ref_=fn_tt_tt_1,Paul Verhoeven,Michiel Huisman,Sebastian Koch,Christian Berkel
The Black Dahlia,2006,1,2.35,121,English,Germany,50000000,22518325,0,22833,http://www.imdb.com/title/tt0387877/?ref_=fn_tt_tt_1,Brian De Palma,Scarlett Johansson,Mia Kirshner,Mike Starr
High Plains Drifter,1973,1,2.35,105,English,USA,5500000,,0,17599,http://www.imdb.com/title/tt0068699/?ref_=fn_tt_tt_1,Clint Eastwood,Clint Eastwood,Richard Bull,John Hillerman
The Killer Inside Me,2010,1,2.35,109,English,USA,13000000,214966,0,1813,http://www.imdb.com/title/tt0954947/?ref_=fn_tt_tt_1,Michael Winterbottom,Liam Aiken,Ned Beatty,Jay R. Ferguson
Burlesque,2010,1,2.35,119,English,USA,55000000,39440655,19000,4315,http://www.imdb.com/title/tt1126591/?ref_=fn_tt_tt_1,Steve Antin,Eric Dane,Peter Gallagher,David Walton
Hudson Hawk,1991,1,1.85,100,English,USA,70000000,17218080,0,15944,http://www.imdb.com/title/tt0102070/?ref_=fn_tt_tt_1,Michael Lehmann,Bruce Willis,James Coburn,Richard E. Grant
The 5th Wave,2016,1,2.35,112,English,USA,38000000,34912982,14000,19974,http://www.imdb.com/title/tt2304933/?ref_=fn_tt_tt_1,J Blakeson,Chloë Grace Moretz,Maggie Siff,Nick Robinson
Coal Miner's Daughter,1980,1,1.85,124,English,USA,,79900000,0,2667,http://www.imdb.com/title/tt0080549/?ref_=fn_tt_tt_1,Michael Apted,Sissy Spacek,Beverly D'Angelo,Levon Helm
Sydney White,2007,1,2.35,108,English,USA,16500000,11702090,0,2785,http://www.imdb.com/title/tt0815244/?ref_=fn_tt_tt_1,Joe Nussbaum,Danny Strong,Matt Long,Samm Levine
Inception,2010,1,2.35,148,English,USA,160000000,292568851,175000,81115,http://www.imdb.com/title/tt1375666/?ref_=fn_tt_tt_1,Christopher Nolan,Leonardo DiCaprio,Tom Hardy,Joseph Gordon-Levitt
[Rec],2007,1,1.85,78,Spanish,Spain,1500000,,15000,145,http://www.imdb.com/title/tt1038988/?ref_=fn_tt_tt_1,Jaume Balagueró,Manuela Velasco,Pablo Rosso,Carlos Lasarte
The Man Who Knew Too Little,1997,1,1.85,94,English,USA,20000000,13801755,0,15183,http://www.imdb.com/title/tt0120483/?ref_=fn_tt_tt_1,Jon Amiel,Bill Murray,Peter Gallagher,Joanne Whalley
Men in Black 3,2012,1,1.85,106,English,USA,225000000,179020854,40000,12572,http://www.imdb.com/title/tt1409024/?ref_=fn_tt_tt_1,Barry Sonnenfeld,Will Smith,Michael Stuhlbarg,Nicole Scherzinger
Raise the Titanic,1980,1,2.35,119,English,UK,36000000,7000000,328,1883,http://www.imdb.com/title/tt0081400/?ref_=fn_tt_tt_1,Jerry Jameson,M. Emmet Walsh,Jason Robards,Anne Archer
Déjà Vu,1997,1,1.85,117,English,USA,,821997,91,1753,http://www.imdb.com/title/tt0119033/?ref_=fn_tt_tt_1,Henry Jaglom,Vanessa Redgrave,Stephen Dillane,Michael Brandon
Kangaroo Jack,2003,1,2.35,89,English,USA,60000000,66734992,858,1233,http://www.imdb.com/title/tt0257568/?ref_=fn_tt_tt_1,David McNally,Estella Warren,Dyan Cannon,Bill Hunter
How She Move,2007,1,1.85,94,English,Canada,,7070459,238,760,http://www.imdb.com/title/tt0770810/?ref_=fn_tt_tt_1,Ian Iqbal Rashid,DeRay Davis,Clé Bennett,Conrad Coates
Get Over It,2001,1,2.35,87,English,USA,22000000,11560259,0,22485,http://www.imdb.com/title/tt0192071/?ref_=fn_tt_tt_1,Tommy O'Haver,Mila Kunis,Kirsten Dunst,Carmen Electra
The Book Thief,2013,1,2.35,131,English,USA,19000000,21483154,53000,1985,http://www.imdb.com/title/tt0816442/?ref_=fn_tt_tt_1,Brian Percival,Emily Watson,Sophie Nélisse,Roger Allam
Spring Breakers,2012,1,2.35,94,English,USA,5000000,14123773,25000,12306,http://www.imdb.com/title/tt2101441/?ref_=fn_tt_tt_1,Harmony Korine,James Franco,Heather Morris,Rachel Korine
Crying with Laughter,2009,1,,93,English,UK,,,33,81,http://www.imdb.com/title/tt1349478/?ref_=fn_tt_tt_1,Justin Molotnikov,Jo Hartley,Stephen McCole,Joe Cassidy
Invaders from Mars,1986,1,2.35,100,English,USA,12000000,4884663,902,1661,http://www.imdb.com/title/tt0091276/?ref_=fn_tt_tt_1,Tobe Hooper,Louise Fletcher,Bud Cort,William Bassett
Nowhere in Africa,2001,1,2.35,141,English,Germany,7000000,6173485,802,105,http://www.imdb.com/title/tt0161860/?ref_=fn_tt_tt_1,Caroline Link,Merab Ninidze,Juliane Köhler,Matthias Habich
Under the Tuscan Sun,2003,1,1.85,113,English,USA,18000000,43601508,0,1310,http://www.imdb.com/title/tt0328589/?ref_=fn_tt_tt_1,Audrey Wells,Raoul Bova,Lindsay Duncan,Mario Monicelli
The Last Waltz,1978,1,1.85,117,English,USA,,321952,0,2783,http://www.imdb.com/title/tt0077838/?ref_=fn_tt_tt_1,Martin Scorsese,Ringo Starr,Levon Helm,Bob Dylan
Wild Wild West,1999,1,1.85,106,English,USA,170000000,113745408,0,15870,http://www.imdb.com/title/tt0120891/?ref_=fn_tt_tt_1,Barry Sonnenfeld,Will Smith,Salma Hayek,Bai Ling
Orphan,2009,1,1.85,123,English,USA,,41573740,20000,88953,http://www.imdb.com/title/tt1148204/?ref_=fn_tt_tt_1,Jaume Collet-Serra,Jimmy Bennett,CCH Pounder,Aryana Engineer
The Queen,2006,1,1.85,94,English,UK,9800000,56437947,0,486,http://www.imdb.com/title/tt0436697/?ref_=fn_tt_tt_1,Stephen Frears,Roger Allam,Sylvia Syms,Alex Jennings
Ira & Abby,2006,1,1.85,101,English,USA,3500000,220234,360,3574,http://www.imdb.com/title/tt0480251/?ref_=fn_tt_tt_1,Robert Cary,Frances Conroy,Fred Willard,Kevin Sussman
Annabelle,2014,1,2.35,99,English,USA,6500000,84263837,45000,2323,http://www.imdb.com/title/tt3322940/?ref_=fn_tt_tt_1,John R. Leonetti,Alfre Woodard,Annabelle Wallis,Gabriel Bateman
Fame,2009,1,2.35,123,English,USA,18000000,22452209,0,5734,http://www.imdb.com/title/tt1016075/?ref_=fn_tt_tt_1,Kevin Tancharoen,Kelsey Grammer,Kay Panabaker,Megan Mullally
The 13th Warrior,1999,1,2.35,102,English,USA,85000000,32694788,0,1815,http://www.imdb.com/title/tt0120657/?ref_=fn_tt_tt_1,John McTiernan,Tony Curran,Vladimir Kulich,Clive Russell
Gremlins,1984,1,2.2,106,English,USA,11000000,148170000,14000,2053,http://www.imdb.com/title/tt0087363/?ref_=fn_tt_tt_1,Joe Dante,Phoebe Cates,Harry Carey Jr.,Zach Galligan
The Tempest,2010,1,2.35,110,English,USA,20000000,263365,0,3785,http://www.imdb.com/title/tt1274300/?ref_=fn_tt_tt_1,Julie Taymor,Djimon Hounsou,Reeve Carney,Tom Conti
Ta Ra Rum Pum,2007,1,,153,Hindi,USA,6000000,872643,108,902,http://www.imdb.com/title/tt0833553/?ref_=fn_tt_tt_1,Siddharth Anand,Saif Ali Khan,Mary Goggin,Vic Aviles
Rio 2,2014,1,2.35,101,English,USA,103000000,131536019,0,1031,http://www.imdb.com/title/tt2357291/?ref_=fn_tt_tt_1,Carlos Saldanha,Miguel Ferrer,Rachel Crow,Jeffrey Garcia
Max Payne,2008,1,2.35,103,English,Canada,35000000,40687294,0,16249,http://www.imdb.com/title/tt0467197/?ref_=fn_tt_tt_1,John Moore,Mila Kunis,Beau Bridges,Jamie Hector
"4 Months, 3 Weeks and 2 Days",2007,1,1.85,113,Romanian,Romania,590000,1185783,14000,264,http://www.imdb.com/title/tt1032846/?ref_=fn_tt_tt_1,Cristian Mungiu,Anamaria Marinca,Vlad Ivanov,Alexandru Potocean
Run All Night,2015,1,2.35,114,English,USA,50000000,26442251,15000,16992,http://www.imdb.com/title/tt2199571/?ref_=fn_tt_tt_1,Jaume Collet-Serra,Liam Neeson,Common,Bruce McGill
Paul Blart: Mall Cop 2,2015,1,1.85,94,English,USA,30000000,71038190,8000,3552,http://www.imdb.com/title/tt3450650/?ref_=fn_tt_tt_1,Andy Fickman,D.B. Woodside,Daniella Alonso,Eduardo Verástegui
Play It to the Bone,1999,1,2.35,124,English,USA,24000000,8427204,153,1523,http://www.imdb.com/title/tt0196857/?ref_=fn_tt_tt_1,Ron Shelton,Willie Garson,Robert Wagner,Lolita Davidovich
Inside Out,2015,1,1.85,95,English,USA,175000000,356454367,118000,2944,http://www.imdb.com/title/tt2096673/?ref_=fn_tt_tt_1,Pete Docter,Amy Poehler,Mindy Kaling,Phyllis Smith
