movie_title,title_year,plot_keywords
Fright Night,2011,teenager
Fright Night,2011,vampire
Goosebumps,2015,based on book
Goosebumps,2015,blob
Goosebumps,2015,ferris wheel
Goosebumps,2015,manuscript
Goosebumps,2015,monster
Lolita,1962,lolita
Lolita,1962,nymphet
Lolita,1962,older man young girl relationship
Lolita,1962,professor
Lolita,1962,writer
Idle Hands,1999,breasts
Idle Hands,1999,female frontal nudity
Idle Hands,1999,nude woman murdered
Idle Hands,1999,slow motion scene
Idle Hands,1999,trailer home
Kill List,2011,female full frontal nudity
Kill List,2011,hitman
Kill List,2011,knee breaking
Kill List,2011,male full frontal nudity
Kill List,2011,sniper
Juwanna Mann,2002,basketball
Juwanna Mann,2002,dodge viper
Juwanna Mann,2002,hit in the crotch
Juwanna Mann,2002,male nudity
Juwanna Mann,2002,the star spangled banner
Shutter Island,2010,female prisoner
Shutter Island,2010,plot twist
Shutter Island,2010,self delusion
Shutter Island,2010,surprise ending
Shutter Island,2010,year 1954
Subconscious,2015,military
Subconscious,2015,submarine
Subconscious,2015,suspense
Subconscious,2015,time travel
Subconscious,2015,world war two
Ghost Town,2008,bouquet of roses
Ghost Town,2008,bright light
Ghost Town,2008,cardiopulmonary resuscitation
Ghost Town,2008,ghost
Ghost Town,2008,white rose
Dogtown and Z-Boys,2001,california
Dogtown and Z-Boys,2001,drought
Dogtown and Z-Boys,2001,playground
Dogtown and Z-Boys,2001,skateboarding
Dogtown and Z-Boys,2001,surfer
The Spirit,2008,female star appears nude
The Spirit,2008,pants falling down
The Spirit,2008,samurai
The Spirit,2008,white rat
The Spirit,2008,woman in a towel
A Dog's Breakfast,2007,dog
A Dog's Breakfast,2007,vegetarian
High School Musical 2,2007,2000s
High School Musical 2,2007,basketball
High School Musical 2,2007,country club
High School Musical 2,2007,lifeguard
High School Musical 2,2007,talent show
One Hour Photo,2002,insanity
One Hour Photo,2002,photo lab
One Hour Photo,2002,photo shop
One Hour Photo,2002,photography
One Hour Photo,2002,voyeur
Special,2006,dream sequence
Special,2006,locked in a room
Special,2006,looking at self in mirror
Special,2006,medication
Special,2006,superhero
Ordet,1955,august
Ordet,1955,doctor
Ordet,1955,faith
Ordet,1955,patriarch
Ordet,1955,prayer
One for the Money,2012,bail bond
One for the Money,2012,bounty hunter
One for the Money,2012,jeans
One for the Money,2012,shot in the butt
One for the Money,2012,title directed by female
The Ultimate Gift,2006,billionaire
The Ultimate Gift,2006,grandfather
The Ultimate Gift,2006,playboy
The Ultimate Gift,2006,trust fund baby
The Ultimate Gift,2006,wealth
American Sniper,2014,assassin
American Sniper,2014,death of child
American Sniper,2014,iraq
American Sniper,2014,sniper
American Sniper,2014,sniper rifle
The Prince of Egypt,1998,ancient egypt
The Prince of Egypt,1998,hebrew
The Prince of Egypt,1998,nudity
The Prince of Egypt,1998,pharaoh
The Prince of Egypt,1998,title directed by female
House of Sand,2005,1910s
House of Sand,2005,desert
House of Sand,2005,dunes
House of Sand,2005,goat
House of Sand,2005,slave
Take the Lead,2006,ballroom
Take the Lead,2006,dance
Take the Lead,2006,dance teacher
Take the Lead,2006,student
Take the Lead,2006,teacher
Of Horses and Men,2013,barbed wire
Of Horses and Men,2013,barbed wire fence
Of Horses and Men,2013,horse
Of Horses and Men,2013,nature
Of Horses and Men,2013,snowstorm
Just Go with It,2011,chick flick
Just Go with It,2011,hawaii
Just Go with It,2011,love
Just Go with It,2011,plastic surgeon
Just Go with It,2011,woman wearing a string bikini
Die Another Day,2002,catfight
Die Another Day,2002,clinic
Die Another Day,2002,colonel
Die Another Day,2002,diamond
Die Another Day,2002,patricide
Dirty Work,1998,cult film
Dirty Work,1998,gambling debt
Dirty Work,1998,job
Dirty Work,1998,off screen murder
Dirty Work,1998,revenge
Heist,2015,bus
Heist,2015,die hard scenario
Captive,2015,auto theft
Captive,2015,based on true story
Captive,2015,drug addict
Captive,2015,kidnapping
Captive,2015,violence
Return to the Blue Lagoon,1991,baby
Return to the Blue Lagoon,1991,desert island
Return to the Blue Lagoon,1991,island
Return to the Blue Lagoon,1991,sequel
Return to the Blue Lagoon,1991,teenage girl
My Week with Marilyn,2011,actress
My Week with Marilyn,2011,assistant director
My Week with Marilyn,2011,blonde bombshell
My Week with Marilyn,2011,movie star
My Week with Marilyn,2011,wardrobe
King's Ransom,2005,hit in the crotch
King's Ransom,2005,kidnapping
King's Ransom,2005,nail gun
King's Ransom,2005,police
King's Ransom,2005,release from prison
The Valley of Decision,1945,immigrant
The Valley of Decision,1945,maid
The Valley of Decision,1945,steel mill
The Valley of Decision,1945,strike
The Valley of Decision,1945,union
Starship Troopers,1997,alien
Starship Troopers,1997,federation
Starship Troopers,1997,future
Starship Troopers,1997,military
Starship Troopers,1997,planet
Soul Food,1997,1990s
Soul Food,1997,family relationships
Soul Food,1997,food in title
Soul Food,1997,sister
Soul Food,1997,unity
I Served the King of England,2006,hotel
I Served the King of England,2006,legs
I Served the King of England,2006,lingerie
I Served the King of England,2006,waiter
I Served the King of England,2006,wealth
Beauty Shop,2005,client
Beauty Shop,2005,dentures
Beauty Shop,2005,false teeth
Beauty Shop,2005,reference to peter pan
Beauty Shop,2005,single parent
When Did You Last See Your Father?,2007,cancer
When Did You Last See Your Father?,2007,children
When Did You Last See Your Father?,2007,death
When Did You Last See Your Father?,2007,terminal cancer
When Did You Last See Your Father?,2007,time
Aloha,2015,box office flop
Aloha,2015,critically bashed
Aloha,2015,hawaii
Aloha,2015,one word title
Aloha,2015,written by director
G-Force,2009,fbi director
G-Force,2009,guinea pig
G-Force,2009,household appliance
G-Force,2009,secret agent
G-Force,2009,talking mouse
The Hunt,2012,deer
The Hunt,2012,gun
The Hunt,2012,gunshot
The Hunt,2012,hunt
The Hunt,2012,kindergarten teacher
The Illusionist,2006,duchess
The Illusionist,2006,illusionist
The Illusionist,2006,magician
The Illusionist,2006,prince
The Illusionist,2006,supernatural power
Raising Victor Vargas,2002,based on short film
Raising Victor Vargas,2002,manhattan new york city
Raising Victor Vargas,2002,urination
Raising Victor Vargas,2002,vomiting
Raising Victor Vargas,2002,watching television
Eye See You,2002,drill in the eye
Eye See You,2002,eye gouging
Eye See You,2002,hanged woman
Eye See You,2002,murder
Eye See You,2002,peep hole
Eraserhead,1977,apartment
Eraserhead,1977,baby
Eraserhead,1977,deformed baby
Eraserhead,1977,factory
Eraserhead,1977,surrealism
Major League,1989,cleveland indians
Major League,1989,league
Major League,1989,manager
Major League,1989,owner
Major League,1989,team
Cold Mountain,2003,civil war
Cold Mountain,2003,mountain
Cold Mountain,2003,soldier
Cold Mountain,2003,well
Cold Mountain,2003,wounded soldier
Bandidas,2006,bank
Bandidas,2006,cleavage
Bandidas,2006,farmer
Bandidas,2006,female gunfighter
Bandidas,2006,mexico
Freddy Got Fingered,2001,animator
Freddy Got Fingered,2001,bamboo cane
Freddy Got Fingered,2001,cartoonist
Freddy Got Fingered,2001,sausage
Freddy Got Fingered,2001,slacker
Shanghai Knights,2003,1880s
Shanghai Knights,2003,arrow
Shanghai Knights,2003,imperial seal
Shanghai Knights,2003,murder
Shanghai Knights,2003,revenge
Gods and Generals,2003,confederacy
Gods and Generals,2003,hero
Gods and Generals,2003,prequel
Gods and Generals,2003,stonewall jackson
Gods and Generals,2003,war hero
Paycheck,2003,anti hero
Paycheck,2003,babe scientist
Paycheck,2003,engineer
Paycheck,2003,memory
Paycheck,2003,money
Little Women,1994,civil war
Little Women,1994,female protagonist
Little Women,1994,post civil war
Little Women,1994,reference to friedrich schiller
Little Women,1994,u.s. civil war
Black November,2012,color in title
Black November,2012,number in title
Black November,2012,two word title
Please Give,2010,apartment
Please Give,2010,first date
Please Give,2010,neighbor
Please Give,2010,new york
Please Give,2010,new york city
Waltz with Bashir,2008,bar
Waltz with Bashir,2008,dog
Waltz with Bashir,2008,interview
Waltz with Bashir,2008,lebanon
Waltz with Bashir,2008,nightmare
Hellboy II: The Golden Army,2008,creature
Hellboy II: The Golden Army,2008,elf
Hellboy II: The Golden Army,2008,prince
Hellboy II: The Golden Army,2008,rebellion
Hellboy II: The Golden Army,2008,superhero
Indiana Jones and the Last Crusade,1989,castle
Indiana Jones and the Last Crusade,1989,diary
Indiana Jones and the Last Crusade,1989,holy grail
Indiana Jones and the Last Crusade,1989,map
Indiana Jones and the Last Crusade,1989,nazi
Live Free or Die Hard,2007,fbi
Live Free or Die Hard,2007,hacker
Live Free or Die Hard,2007,independence day
Live Free or Die Hard,2007,police
Live Free or Die Hard,2007,terrorist
Fantasia,1940,apprentice
Fantasia,1940,classical music
Fantasia,1940,disney
Fantasia,1940,mouse
Fantasia,1940,orchestra
The Great Train Robbery,1979,bank
The Great Train Robbery,1979,gold
The Great Train Robbery,1979,key
The Great Train Robbery,1979,safe
The Great Train Robbery,1979,train
Sky Captain and the World of Tomorrow,2004,captain
Sky Captain and the World of Tomorrow,2004,pilot
Sky Captain and the World of Tomorrow,2004,reporter
Sky Captain and the World of Tomorrow,2004,robot
Sky Captain and the World of Tomorrow,2004,scientist
Blood Ties,2013,1970s
Blood Ties,2013,flashback
Blood Ties,2013,love
Blood Ties,2013,money
Blood Ties,2013,murder
Headhunters,2011,art thief
Headhunters,2011,male frontal nudity
Headhunters,2011,male nudity
Headhunters,2011,male star appears nude
Headhunters,2011,painting
Selma,2014,civil rights
Selma,2014,courage
Selma,2014,protest
Selma,2014,selma alabama
Selma,2014,u.s. politics
A Walk on the Moon,1999,adulterous wife
A Walk on the Moon,1999,cheating wife
A Walk on the Moon,1999,summer
A Walk on the Moon,1999,unfaithfulness
A Walk on the Moon,1999,woodstock
Hotel Rwanda,2004,atrocity
Hotel Rwanda,2004,central africa
Hotel Rwanda,2004,ethnic warfare
Hotel Rwanda,2004,united nations peace keeping force
Hotel Rwanda,2004,united nations soldier
21,2008,based on true story
21,2008,blackjack
21,2008,card counting
21,2008,gambling
21,2008,massachusetts institute of technology
Frozen,2013,magic
Frozen,2013,sister love
Frozen,2013,sister sister relationship
Frozen,2013,snow
Frozen,2013,snowman
The Sea Inside,2004,dignity
The Sea Inside,2004,euthanasia
The Sea Inside,2004,freedom
The Sea Inside,2004,lawyer
The Sea Inside,2004,sailor
The Deported,2009,actor
The Deported,2009,italian american
The Deported,2009,mexico
The Deported,2009,orphan
The Deported,2009,usa
Signed Sealed Delivered,2013,fraud
Signed Sealed Delivered,2013,postal worker
Signed Sealed Delivered,2013,prison
Signed Sealed Delivered,2013,theft
Signed Sealed Delivered,2013,trial
Dragonslayer,1981,apprentice
Dragonslayer,1981,dragon
Dragonslayer,1981,king
Dragonslayer,1981,kingdom
Dragonslayer,1981,wizard
Lincoln,2012,cultural conflict
Lincoln,2012,politics
Lincoln,2012,president
Lincoln,2012,slavery
Lincoln,2012,u.s. president
Pacific Rim,2013,giant monster
Pacific Rim,2013,kaiju
Pacific Rim,2013,pilot
Pacific Rim,2013,portal
Pacific Rim,2013,robot
The Diving Bell and the Butterfly,2007,arc de triomphe paris
The Diving Bell and the Butterfly,2007,based on autobiography
The Diving Bell and the Butterfly,2007,coma
The Diving Bell and the Butterfly,2007,elle magazine
The Diving Bell and the Butterfly,2007,male frontal nudity
Men in Black II,2002,alien
Men in Black II,2002,lingerie
Men in Black II,2002,lingerie model
Men in Black II,2002,m.i.b.
Men in Black II,2002,pug
The Visual Bible: The Gospel of John,2003,1st century
The Visual Bible: The Gospel of John,2003,based on the bible
The Visual Bible: The Gospel of John,2003,miracle
The Visual Bible: The Gospel of John,2003,religion
The Visual Bible: The Gospel of John,2003,resurrection
The Hustler,1961,drink
The Hustler,1961,manager
The Hustler,1961,money
The Hustler,1961,partner
The Hustler,1961,pool hall
The Adventures of Huck Finn,1993,boy
The Adventures of Huck Finn,1993,lesson
The Adventures of Huck Finn,1993,mississippi river
The Adventures of Huck Finn,1993,river
The Adventures of Huck Finn,1993,slave
Abandon,2002,college
Abandon,2002,detective
Abandon,2002,disappearance
Abandon,2002,police detective
Abandon,2002,thesis
Agent Cody Banks 2: Destination London,2004,chase
Agent Cody Banks 2: Destination London,2004,evil scientist
Agent Cody Banks 2: Destination London,2004,gadget
Agent Cody Banks 2: Destination London,2004,mind control
Agent Cody Banks 2: Destination London,2004,tough girl
Heli,2013,corrupt police
Heli,2013,drug cartel
Heli,2013,drugs
Heli,2013,mexico
Heli,2013,police
Babe: Pig in the City,1998,animal
Babe: Pig in the City,1998,farm
Babe: Pig in the City,1998,farmer
Babe: Pig in the City,1998,hotel
Babe: Pig in the City,1998,pig
Freedom Writers,2007,gang violence
Freedom Writers,2007,high school
Freedom Writers,2007,journal
Freedom Writers,2007,marriage
Freedom Writers,2007,teacher
Vanilla Sky,2001,death
Vanilla Sky,2001,dream
Vanilla Sky,2001,love
Vanilla Sky,2001,lynchian
Vanilla Sky,2001,reality
Krampus,2015,christmas
Krampus,2015,german
Krampus,2015,holiday
Krampus,2015,krampus
Krampus,2015,santa claus
28 Days,2000,12 step program
28 Days,2000,box office hit
28 Days,2000,car accident
28 Days,2000,vomiting
28 Days,2000,wedding
The Mask,1994,bank
The Mask,1994,bank clerk
The Mask,1994,gangster
The Mask,1994,loki
The Mask,1994,mask
Remember Me,2010,binge drinking
Remember Me,2010,new york
Remember Me,2010,new york city
Remember Me,2010,september 11 2001
Remember Me,2010,suicide
The Emperor's New Groove,2000,antidote
The Emperor's New Groove,2000,disney
The Emperor's New Groove,2000,emperor
The Emperor's New Groove,2000,first part
The Emperor's New Groove,2000,llama
"Mystery, Alaska",1999,alaska
"Mystery, Alaska",1999,male nudity
"Mystery, Alaska",1999,nudity
"Mystery, Alaska",1999,sex
"Mystery, Alaska",1999,small town
Re-Kill,2015,after dark
Re-Kill,2015,after dark horrorfest
Re-Kill,2015,fictional tv news show
Re-Kill,2015,outbreak
Deadline - U.S.A.,1952,editor
Deadline - U.S.A.,1952,gangster
Deadline - U.S.A.,1952,newspaper
Deadline - U.S.A.,1952,organized crime
Deadline - U.S.A.,1952,press
A Sound of Thunder,2005,butterfly
A Sound of Thunder,2005,hunter
A Sound of Thunder,2005,time
A Sound of Thunder,2005,time travel
A Sound of Thunder,2005,wave
Kung Fu Killer,2014,fight
Kung Fu Killer,2014,kung fu
Kung Fu Killer,2014,martial arts
Kung Fu Killer,2014,police
Kung Fu Killer,2014,wire fu
A Funny Thing Happened on the Way to the Forum,1966,based on stage musical
A Funny Thing Happened on the Way to the Forum,1966,based on stage musical based on stage play
A Funny Thing Happened on the Way to the Forum,1966,freedom
A Funny Thing Happened on the Way to the Forum,1966,historical fiction
A Funny Thing Happened on the Way to the Forum,1966,virgin
Jaws: The Revenge,1987,banana boat
Jaws: The Revenge,1987,boat
Jaws: The Revenge,1987,christmas
Jaws: The Revenge,1987,sea
Jaws: The Revenge,1987,shark
Before Sunrise,1995,american
Before Sunrise,1995,conversations
Before Sunrise,1995,kiss
Before Sunrise,1995,love
Before Sunrise,1995,train
The Hunger Games: Mockingjay - Part 1,2014,based on young adult novel
The Hunger Games: Mockingjay - Part 1,2014,manipulation
The Hunger Games: Mockingjay - Part 1,2014,rebellion
The Hunger Games: Mockingjay - Part 1,2014,symbol
The Hunger Games: Mockingjay - Part 1,2014,uprising
Crocodile Dundee,1986,australian outback
Crocodile Dundee,1986,crocodile
Crocodile Dundee,1986,female reporter
Crocodile Dundee,1986,journalist
